"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AZE","ROADACCID","DEATH","1000000HAB","A","2006",121.04354385324,
"AZE","ROADACCID","DEATH","1000000HAB","A","2007",129.00143334926,
"AZE","ROADACCID","DEATH","1000000HAB","A","2008",120.04473149691,
"AZE","ROADACCID","DEATH","1000000HAB","A","2009",103.94263350174,
"AZE","ROADACCID","DEATH","1000000HAB","A","2010",102.16104291294,
"AZE","ROADACCID","DEATH","1000000HAB","A","2011",110.75884855275,
"AZE","ROADACCID","DEATH","1000000HAB","A","2012",125.64835843862,
"AZE","ROADACCID","DEATH","1000000HAB","A","2013",123.60885612853,
"AZE","ROADACCID","DEATH","1000000HAB","A","2014",117.88051257887,
"AZE","ROADACCID","DEATH","1000000HAB","A","2015",92.648814048545,
"AZE","ROADACCID","DEATH","1000000HAB","A","2016",77.78383104737,
"AZE","ROADACCID","DEATH","1000000HAB","A","2017",76.110968980924,
"AZE","ROADACCID","DEATH","1000000HAB","A","2018",72.637488328453,
"AZE","ROADACCID","DEATH","1000000HAB","A","2019",81.90111951149,
"AZE","ROADACCID","DEATH","1000000HAB","A","2020",68.841940092478,
"SVN","ROADACCID","DEATH","1000000HAB","A","1994",253.83989387984,
"SVN","ROADACCID","DEATH","1000000HAB","A","1995",208.55612823337,
"SVN","ROADACCID","DEATH","1000000HAB","A","1996",195.61225126067,
"SVN","ROADACCID","DEATH","1000000HAB","A","1997",179.76229080604,
"SVN","ROADACCID","DEATH","1000000HAB","A","1998",155.93231629129,
"SVN","ROADACCID","DEATH","1000000HAB","A","1999",168.42784707357,
"SVN","ROADACCID","DEATH","1000000HAB","A","2000",157.37144437322,
"SVN","ROADACCID","DEATH","1000000HAB","A","2001",139.5540294971,
"SVN","ROADACCID","DEATH","1000000HAB","A","2002",134.3674950991,
"SVN","ROADACCID","DEATH","1000000HAB","A","2003",121.25870544807,
"SVN","ROADACCID","DEATH","1000000HAB","A","2004",137.20498424646,
"SVN","ROADACCID","DEATH","1000000HAB","A","2005",128.96943424408,
"SVN","ROADACCID","DEATH","1000000HAB","A","2006",130.55168551195,
"SVN","ROADACCID","DEATH","1000000HAB","A","2007",145.18448339595,
"SVN","ROADACCID","DEATH","1000000HAB","A","2008",105.87162027115,
"SVN","ROADACCID","DEATH","1000000HAB","A","2009",83.837132397463,
"SVN","ROADACCID","DEATH","1000000HAB","A","2010",67.363636230507,
"SVN","ROADACCID","DEATH","1000000HAB","A","2011",68.685233113297,
"SVN","ROADACCID","DEATH","1000000HAB","A","2012",63.193948547487,
"SVN","ROADACCID","DEATH","1000000HAB","A","2013",60.680996119814,
"SVN","ROADACCID","DEATH","1000000HAB","A","2014",52.376841676447,
"SVN","ROADACCID","DEATH","1000000HAB","A","2015",58.152748856208,
"SVN","ROADACCID","DEATH","1000000HAB","A","2016",62.952714763186,
"SVN","ROADACCID","DEATH","1000000HAB","A","2017",50.329366992065,
"SVN","ROADACCID","DEATH","1000000HAB","A","2018",43.878809620935,
"SVN","ROADACCID","DEATH","1000000HAB","A","2019",48.841568963577,
"SVN","ROADACCID","DEATH","1000000HAB","A","2020",38.092952518087,
"FIN","ROADACCID","DEATH","1000000HAB","A","1994",94.33344869528,
"FIN","ROADACCID","DEATH","1000000HAB","A","1995",86.338710087925,
"FIN","ROADACCID","DEATH","1000000HAB","A","1996",78.835836663855,
"FIN","ROADACCID","DEATH","1000000HAB","A","1997",85.216743339037,
"FIN","ROADACCID","DEATH","1000000HAB","A","1998",77.617183513024,
"FIN","ROADACCID","DEATH","1000000HAB","A","1999",83.438615701095,
"FIN","ROADACCID","DEATH","1000000HAB","A","2000",76.503866053322,
"FIN","ROADACCID","DEATH","1000000HAB","A","2001",83.461706304231,
"FIN","ROADACCID","DEATH","1000000HAB","A","2002",79.798515478412,
"FIN","ROADACCID","DEATH","1000000HAB","A","2003",72.702662989204,"B"
"FIN","ROADACCID","DEATH","1000000HAB","A","2004",71.726790931897,
"FIN","ROADACCID","DEATH","1000000HAB","A","2005",72.244198352451,
"FIN","ROADACCID","DEATH","1000000HAB","A","2006",63.802297946098,
"FIN","ROADACCID","DEATH","1000000HAB","A","2007",71.851033898561,
"FIN","ROADACCID","DEATH","1000000HAB","A","2008",64.741985309215,
"FIN","ROADACCID","DEATH","1000000HAB","A","2009",52.258239616578,
"FIN","ROADACCID","DEATH","1000000HAB","A","2010",50.714553137665,
"FIN","ROADACCID","DEATH","1000000HAB","A","2011",54.191770571345,
"FIN","ROADACCID","DEATH","1000000HAB","A","2012",47.100363116094,
"FIN","ROADACCID","DEATH","1000000HAB","A","2013",47.435434490194,
"FIN","ROADACCID","DEATH","1000000HAB","A","2014",41.929780617529,
"FIN","ROADACCID","DEATH","1000000HAB","A","2015",49.274290080666,
"FIN","ROADACCID","DEATH","1000000HAB","A","2016",46.949185513519,
"FIN","ROADACCID","DEATH","1000000HAB","A","2017",43.208197793332,
"FIN","ROADACCID","DEATH","1000000HAB","A","2018",43.332230386047,
"FIN","ROADACCID","DEATH","1000000HAB","A","2019",38.213519762185,
"FIN","ROADACCID","DEATH","1000000HAB","A","2020",40.139446607213,"P"
"MNE","ROADACCID","DEATH","1000000HAB","A","2005",154.65738505293,
"MNE","ROADACCID","DEATH","1000000HAB","A","2006",138.20576399333,
"MNE","ROADACCID","DEATH","1000000HAB","A","2007",198.0921453217,
"MNE","ROADACCID","DEATH","1000000HAB","A","2008",181.53262157418,
"MNE","ROADACCID","DEATH","1000000HAB","A","2009",161.73535567222,
"MNE","ROADACCID","DEATH","1000000HAB","A","2010",153.36730015434,
"MNE","ROADACCID","DEATH","1000000HAB","A","2011",93.536468740273,
"MNE","ROADACCID","DEATH","1000000HAB","A","2012",74.121698160332,
"MNE","ROADACCID","DEATH","1000000HAB","A","2013",119.12293325735,
"MNE","ROADACCID","DEATH","1000000HAB","A","2014",104.533539184,
"MNE","ROADACCID","DEATH","1000000HAB","A","2015",81.97261471746,
"MNE","ROADACCID","DEATH","1000000HAB","A","2016",104.45072577185,
"MNE","ROADACCID","DEATH","1000000HAB","A","2017",101.22547089928,
"TUR","ROADACCID","DEATH","1000000HAB","A","2015",95.887638941093,
"TUR","ROADACCID","DEATH","1000000HAB","A","2016",91.446761424218,
"TUR","ROADACCID","DEATH","1000000HAB","A","2017",91.559725659102,
"TUR","ROADACCID","DEATH","1000000HAB","A","2018",81.066221812485,
"TUR","ROADACCID","DEATH","1000000HAB","A","2019",65.600213123382,
"TUR","ROADACCID","DEATH","1000000HAB","A","2020",57.695682120837,
"IRL","ROADACCID","DEATH","1000000HAB","A","1994",112.52272039831,
"IRL","ROADACCID","DEATH","1000000HAB","A","1995",121.09150832636,
"IRL","ROADACCID","DEATH","1000000HAB","A","1996",124.53574010793,
"IRL","ROADACCID","DEATH","1000000HAB","A","1997",128.46435291117,
"IRL","ROADACCID","DEATH","1000000HAB","A","1998",123.36049059767,
"IRL","ROADACCID","DEATH","1000000HAB","A","1999",109.99295299386,
"IRL","ROADACCID","DEATH","1000000HAB","A","2000",109.06202975212,
"IRL","ROADACCID","DEATH","1000000HAB","A","2001",106.30475114989,
"IRL","ROADACCID","DEATH","1000000HAB","A","2002",95.626924777979,
"IRL","ROADACCID","DEATH","1000000HAB","A","2003",83.822904971599,
"IRL","ROADACCID","DEATH","1000000HAB","A","2004",91.885976873233,
"IRL","ROADACCID","DEATH","1000000HAB","A","2005",95.194275650891,
"IRL","ROADACCID","DEATH","1000000HAB","A","2006",85.408266724635,
"IRL","ROADACCID","DEATH","1000000HAB","A","2007",76.836657541745,
"IRL","ROADACCID","DEATH","1000000HAB","A","2008",62.144395956471,
"IRL","ROADACCID","DEATH","1000000HAB","A","2009",52.476366342364,
"IRL","ROADACCID","DEATH","1000000HAB","A","2010",46.489647829953,
"IRL","ROADACCID","DEATH","1000000HAB","A","2011",40.610608888396,
"IRL","ROADACCID","DEATH","1000000HAB","A","2012",35.438380374703,
"IRL","ROADACCID","DEATH","1000000HAB","A","2013",40.659057367335,
"IRL","ROADACCID","DEATH","1000000HAB","A","2014",41.221708382177,
"IRL","ROADACCID","DEATH","1000000HAB","A","2015",34.453739155845,
"IRL","ROADACCID","DEATH","1000000HAB","A","2016",38.272803072759,
"IRL","ROADACCID","DEATH","1000000HAB","A","2017",32.242040792214,
"IRL","ROADACCID","DEATH","1000000HAB","A","2018",28.55783351646,"P"
"IRL","ROADACCID","DEATH","1000000HAB","A","2019",28.372588836602,"P"
"BEL","ROADACCID","DEATH","1000000HAB","A","1994",167.26635080479,
"BEL","ROADACCID","DEATH","1000000HAB","A","1995",148.46878372301,
"BEL","ROADACCID","DEATH","1000000HAB","A","1996",133.50875885394,
"BEL","ROADACCID","DEATH","1000000HAB","A","1997",133.97182761047,
"BEL","ROADACCID","DEATH","1000000HAB","A","1998",147.01546837952,
"BEL","ROADACCID","DEATH","1000000HAB","A","1999",136.60695889734,
"BEL","ROADACCID","DEATH","1000000HAB","A","2000",143.39714668943,
"BEL","ROADACCID","DEATH","1000000HAB","A","2001",144.46020393581,
"BEL","ROADACCID","DEATH","1000000HAB","A","2002",130.94243226778,
"BEL","ROADACCID","DEATH","1000000HAB","A","2003",117.1920213436,
"BEL","ROADACCID","DEATH","1000000HAB","A","2004",111.60010659106,
"BEL","ROADACCID","DEATH","1000000HAB","A","2005",107.93409092059,
"BEL","ROADACCID","DEATH","1000000HAB","A","2006",104.8544182675,
"BEL","ROADACCID","DEATH","1000000HAB","A","2007",102.95792277215,
"BEL","ROADACCID","DEATH","1000000HAB","A","2008",91.503498654945,
"BEL","ROADACCID","DEATH","1000000HAB","A","2009",88.547271785384,
"BEL","ROADACCID","DEATH","1000000HAB","A","2010",78.013243161038,
"BEL","ROADACCID","DEATH","1000000HAB","A","2011",80.085056853143,
"BEL","ROADACCID","DEATH","1000000HAB","A","2012",74.458005144895,
"BEL","ROADACCID","DEATH","1000000HAB","A","2013",68.462419194855,
"BEL","ROADACCID","DEATH","1000000HAB","A","2014",66.464110228006,
"BEL","ROADACCID","DEATH","1000000HAB","A","2015",67.587968135377,
"BEL","ROADACCID","DEATH","1000000HAB","A","2016",59.127618757822,
"BEL","ROADACCID","DEATH","1000000HAB","A","2017",53.537717893677,
"BEL","ROADACCID","DEATH","1000000HAB","A","2018",52.857018090577,
"BEL","ROADACCID","DEATH","1000000HAB","A","2019",56.053714080797,
"BEL","ROADACCID","DEATH","1000000HAB","A","2020",43.18104270882,
"BGR","ROADACCID","DEATH","1000000HAB","A","1994",164.62190080026,
"BGR","ROADACCID","DEATH","1000000HAB","A","1995",150.36758569733,
"BGR","ROADACCID","DEATH","1000000HAB","A","1996",121.25087859056,
"BGR","ROADACCID","DEATH","1000000HAB","A","1997",110.08090886648,
"BGR","ROADACCID","DEATH","1000000HAB","A","1998",121.47583817723,
"BGR","ROADACCID","DEATH","1000000HAB","A","1999",127.51771363541,
"BGR","ROADACCID","DEATH","1000000HAB","A","2000",123.86520136908,
"BGR","ROADACCID","DEATH","1000000HAB","A","2001",126.23074981065,
"BGR","ROADACCID","DEATH","1000000HAB","A","2002",122.36573932831,
"BGR","ROADACCID","DEATH","1000000HAB","A","2003",123.46747603027,
"BGR","ROADACCID","DEATH","1000000HAB","A","2004",122.19996216078,
"BGR","ROADACCID","DEATH","1000000HAB","A","2005",124.95149479591,
"BGR","ROADACCID","DEATH","1000000HAB","A","2006",137.21838984284,
"BGR","ROADACCID","DEATH","1000000HAB","A","2007",133.32736055032,
"BGR","ROADACCID","DEATH","1000000HAB","A","2008",141.60712205079,
"BGR","ROADACCID","DEATH","1000000HAB","A","2009",121.02987422968,
"BGR","ROADACCID","DEATH","1000000HAB","A","2010",104.92726823074,
"BGR","ROADACCID","DEATH","1000000HAB","A","2011",89.408093922862,
"BGR","ROADACCID","DEATH","1000000HAB","A","2012",82.262416286699,
"BGR","ROADACCID","DEATH","1000000HAB","A","2013",82.724086267045,
"BGR","ROADACCID","DEATH","1000000HAB","A","2014",91.362910368278,
"BGR","ROADACCID","DEATH","1000000HAB","A","2015",98.634840862854,
"BGR","ROADACCID","DEATH","1000000HAB","A","2016",99.329079766582,
"BGR","ROADACCID","DEATH","1000000HAB","A","2017",96.382858718416,
"BGR","ROADACCID","DEATH","1000000HAB","A","2018",86.974630880948,
"BGR","ROADACCID","DEATH","1000000HAB","A","2019",90.026020100173,
"BGR","ROADACCID","DEATH","1000000HAB","A","2020",66.837122983771,
"DEU","ROADACCID","DEATH","1000000HAB","A","1994",120.50833840588,
"DEU","ROADACCID","DEATH","1000000HAB","A","1995",115.74713015618,
"DEU","ROADACCID","DEATH","1000000HAB","A","1996",106.91592588404,
"DEU","ROADACCID","DEATH","1000000HAB","A","1997",104.2119078994,
"DEU","ROADACCID","DEATH","1000000HAB","A","1998",94.969730531312,
"DEU","ROADACCID","DEATH","1000000HAB","A","1999",94.66476244169,
"DEU","ROADACCID","DEATH","1000000HAB","A","2000",91.264595219443,
"DEU","ROADACCID","DEATH","1000000HAB","A","2001",84.723817295523,
"DEU","ROADACCID","DEATH","1000000HAB","A","2002",82.944900376713,
"DEU","ROADACCID","DEATH","1000000HAB","A","2003",80.124383867357,
"DEU","ROADACCID","DEATH","1000000HAB","A","2004",70.798167536919,
"DEU","ROADACCID","DEATH","1000000HAB","A","2005",65.00591213068,
"DEU","ROADACCID","DEATH","1000000HAB","A","2006",61.801642802019,
"DEU","ROADACCID","DEATH","1000000HAB","A","2007",60.158238168082,
"DEU","ROADACCID","DEATH","1000000HAB","A","2008",54.524354051122,
"DEU","ROADACCID","DEATH","1000000HAB","A","2009",50.694542706837,
"DEU","ROADACCID","DEATH","1000000HAB","A","2010",44.609158108528,
"DEU","ROADACCID","DEATH","1000000HAB","A","2011",49.94083897844,
"DEU","ROADACCID","DEATH","1000000HAB","A","2012",44.761742755184,
"DEU","ROADACCID","DEATH","1000000HAB","A","2013",41.403372198646,
"DEU","ROADACCID","DEATH","1000000HAB","A","2014",41.700367363319,
"DEU","ROADACCID","DEATH","1000000HAB","A","2015",42.344760758896,
"DEU","ROADACCID","DEATH","1000000HAB","A","2016",38.932019654137,
"DEU","ROADACCID","DEATH","1000000HAB","A","2017",38.472239774678,
"DEU","ROADACCID","DEATH","1000000HAB","A","2018",39.502673046374,
"DEU","ROADACCID","DEATH","1000000HAB","A","2019",36.657737631257,
"DEU","ROADACCID","DEATH","1000000HAB","A","2020",32.664378318133,
"NOR","ROADACCID","DEATH","1000000HAB","A","1994",65.258301812959,
"NOR","ROADACCID","DEATH","1000000HAB","A","1995",69.967223223429,
"NOR","ROADACCID","DEATH","1000000HAB","A","1996",58.20142531867,
"NOR","ROADACCID","DEATH","1000000HAB","A","1997",68.783019538237,
"NOR","ROADACCID","DEATH","1000000HAB","A","1998",79.43198906727,
"NOR","ROADACCID","DEATH","1000000HAB","A","1999",68.132211452801,
"NOR","ROADACCID","DEATH","1000000HAB","A","2000",75.930194989186,
"NOR","ROADACCID","DEATH","1000000HAB","A","2001",60.924938039338,
"NOR","ROADACCID","DEATH","1000000HAB","A","2002",68.309638335722,
"NOR","ROADACCID","DEATH","1000000HAB","A","2003",61.338202418259,
"NOR","ROADACCID","DEATH","1000000HAB","A","2004",55.967995888421,
"NOR","ROADACCID","DEATH","1000000HAB","A","2005",48.450335486129,
"NOR","ROADACCID","DEATH","1000000HAB","A","2006",51.923787037806,
"NOR","ROADACCID","DEATH","1000000HAB","A","2007",49.478112093619,
"NOR","ROADACCID","DEATH","1000000HAB","A","2008",53.479165775347,
"NOR","ROADACCID","DEATH","1000000HAB","A","2009",43.903919998774,
"NOR","ROADACCID","DEATH","1000000HAB","A","2010",42.542294813194,
"NOR","ROADACCID","DEATH","1000000HAB","A","2011",33.918234442836,
"NOR","ROADACCID","DEATH","1000000HAB","A","2012",28.892675268448,
"NOR","ROADACCID","DEATH","1000000HAB","A","2013",36.813755666513,
"NOR","ROADACCID","DEATH","1000000HAB","A","2014",28.614631381257,
"NOR","ROADACCID","DEATH","1000000HAB","A","2015",22.549404878805,
"NOR","ROADACCID","DEATH","1000000HAB","A","2016",25.790335272448,
"NOR","ROADACCID","DEATH","1000000HAB","A","2017",20.087292551329,
"NOR","ROADACCID","DEATH","1000000HAB","A","2018",20.33164681068,
"NOR","ROADACCID","DEATH","1000000HAB","A","2019",20.194857940394,
"NOR","ROADACCID","DEATH","1000000HAB","A","2020",17.287932372583,
"HUN","ROADACCID","DEATH","1000000HAB","A","1994",151.01483029443,
"HUN","ROADACCID","DEATH","1000000HAB","A","1995",153.83922784132,
"HUN","ROADACCID","DEATH","1000000HAB","A","1996",132.86474427222,
"HUN","ROADACCID","DEATH","1000000HAB","A","1997",135.17340191707,
"HUN","ROADACCID","DEATH","1000000HAB","A","1998",133.54021839816,
"HUN","ROADACCID","DEATH","1000000HAB","A","1999",127.56983373919,
"HUN","ROADACCID","DEATH","1000000HAB","A","2000",117.52065498962,
"HUN","ROADACCID","DEATH","1000000HAB","A","2001",121.61872461123,
"HUN","ROADACCID","DEATH","1000000HAB","A","2002",140.66887904327,
"HUN","ROADACCID","DEATH","1000000HAB","A","2003",130.90411106039,
"HUN","ROADACCID","DEATH","1000000HAB","A","2004",128.22610853746,
"HUN","ROADACCID","DEATH","1000000HAB","A","2005",126.69691332414,
"HUN","ROADACCID","DEATH","1000000HAB","A","2006",129.37663892797,
"HUN","ROADACCID","DEATH","1000000HAB","A","2007",122.51660239186,
"HUN","ROADACCID","DEATH","1000000HAB","A","2008",99.221094484383,
"HUN","ROADACCID","DEATH","1000000HAB","A","2009",82.014237751493,
"HUN","ROADACCID","DEATH","1000000HAB","A","2010",73.999829800391,
"HUN","ROADACCID","DEATH","1000000HAB","A","2011",63.980893179286,
"HUN","ROADACCID","DEATH","1000000HAB","A","2012",60.985677740389,
"HUN","ROADACCID","DEATH","1000000HAB","A","2013",59.738714386477,
"HUN","ROADACCID","DEATH","1000000HAB","A","2014",63.447223464364,
"HUN","ROADACCID","DEATH","1000000HAB","A","2015",65.427021034584,
"HUN","ROADACCID","DEATH","1000000HAB","A","2016",61.850272818802,
"HUN","ROADACCID","DEATH","1000000HAB","A","2017",63.853920211819,
"HUN","ROADACCID","DEATH","1000000HAB","A","2018",64.753297098766,
"HUN","ROADACCID","DEATH","1000000HAB","A","2019",61.610000306003,
"HUN","ROADACCID","DEATH","1000000HAB","A","2020",47.180634031822,
"EST","ROADACCID","DEATH","1000000HAB","A","1994",248.88650638558,
"EST","ROADACCID","DEATH","1000000HAB","A","1995",231.09574185213,
"EST","ROADACCID","DEATH","1000000HAB","A","1996",150.46687115091,
"EST","ROADACCID","DEATH","1000000HAB","A","1997",199.35192760453,
"EST","ROADACCID","DEATH","1000000HAB","A","1998",204.8831444657,
"EST","ROADACCID","DEATH","1000000HAB","A","1999",166.87718127178,
"EST","ROADACCID","DEATH","1000000HAB","A","2000",146.02876909917,
"EST","ROADACCID","DEATH","1000000HAB","A","2001",143.35988012521,
"EST","ROADACCID","DEATH","1000000HAB","A","2002",161.67035197738,
"EST","ROADACCID","DEATH","1000000HAB","A","2003",119.64514999416,
"EST","ROADACCID","DEATH","1000000HAB","A","2004",124.76606363069,
"EST","ROADACCID","DEATH","1000000HAB","A","2005",125.48209112214,
"EST","ROADACCID","DEATH","1000000HAB","A","2006",151.4690268115,
"EST","ROADACCID","DEATH","1000000HAB","A","2007",146.19446847868,
"EST","ROADACCID","DEATH","1000000HAB","A","2008",98.721851184288,
"EST","ROADACCID","DEATH","1000000HAB","A","2009",74.933590105769,
"EST","ROADACCID","DEATH","1000000HAB","A","2010",59.332694943578,
"EST","ROADACCID","DEATH","1000000HAB","A","2011",76.086358770535,
"EST","ROADACCID","DEATH","1000000HAB","A","2012",65.774750963184,
"EST","ROADACCID","DEATH","1000000HAB","A","2013",61.456892542244,
"EST","ROADACCID","DEATH","1000000HAB","A","2014",59.336120102393,
"EST","ROADACCID","DEATH","1000000HAB","A","2015",50.934805729329,
"EST","ROADACCID","DEATH","1000000HAB","A","2016",53.959978416009,
"EST","ROADACCID","DEATH","1000000HAB","A","2017",36.435845584886,
"EST","ROADACCID","DEATH","1000000HAB","A","2018",50.681668440525,
"EST","ROADACCID","DEATH","1000000HAB","A","2019",39.189146415173,
"EST","ROADACCID","DEATH","1000000HAB","A","2020",45.076957635924,
"BIH","ROADACCID","DEATH","1000000HAB","A","1994",37.850623150813,
"BIH","ROADACCID","DEATH","1000000HAB","A","1995",56.149712369834,
"BIH","ROADACCID","DEATH","1000000HAB","A","1996",52.863403356534,
"BIH","ROADACCID","DEATH","1000000HAB","A","1997",61.562015700991,
"BIH","ROADACCID","DEATH","1000000HAB","A","2003",122.26956771594,
"BIH","ROADACCID","DEATH","1000000HAB","A","2004",116.09391014384,
"BIH","ROADACCID","DEATH","1000000HAB","A","2005",101.98303894584,
"BIH","ROADACCID","DEATH","1000000HAB","A","2006",107.02651654981,
"BIH","ROADACCID","DEATH","1000000HAB","A","2007",114.27687586156,
"BIH","ROADACCID","DEATH","1000000HAB","A","2008",115.60197865838,
"BIH","ROADACCID","DEATH","1000000HAB","A","2009",102.2498992892,
"BIH","ROADACCID","DEATH","1000000HAB","A","2010",97.693199096041,
"BIH","ROADACCID","DEATH","1000000HAB","A","2011",97.236596030835,
"BIH","ROADACCID","DEATH","1000000HAB","A","2012",84.050583471938,
"BIH","ROADACCID","DEATH","1000000HAB","A","2013",94.281089753904,
"BIH","ROADACCID","DEATH","1000000HAB","A","2014",85.293210488136,
"BIH","ROADACCID","DEATH","1000000HAB","A","2015",99.435405186154,
"BIH","ROADACCID","DEATH","1000000HAB","A","2016",94.794763430956,
"BIH","ROADACCID","DEATH","1000000HAB","A","2017",88.914508997969,
"BIH","ROADACCID","DEATH","1000000HAB","A","2018",83.335113355309,
"BIH","ROADACCID","DEATH","1000000HAB","A","2019",79.066997314146,
"BIH","ROADACCID","DEATH","1000000HAB","A","2020",74.371764332948,
"MKD","ROADACCID","DEATH","1000000HAB","A","1994",74.178248818068,
"MKD","ROADACCID","DEATH","1000000HAB","A","1995",79.162630801121,
"MKD","ROADACCID","DEATH","1000000HAB","A","1996",77.408679121422,
"MKD","ROADACCID","DEATH","1000000HAB","A","1997",89.018337777582,
"MKD","ROADACCID","DEATH","1000000HAB","A","1998",92.93994389807,
"MKD","ROADACCID","DEATH","1000000HAB","A","1999",106.6986499163,
"MKD","ROADACCID","DEATH","1000000HAB","A","2000",79.613804247347,
"MKD","ROADACCID","DEATH","1000000HAB","A","2001",52.377959354704,
"MKD","ROADACCID","DEATH","1000000HAB","A","2002",85.898493359949,
"MKD","ROADACCID","DEATH","1000000HAB","A","2003",57.464939082295,
"MKD","ROADACCID","DEATH","1000000HAB","A","2004",75.350843248856,
"MKD","ROADACCID","DEATH","1000000HAB","A","2005",69.40804162541,
"MKD","ROADACCID","DEATH","1000000HAB","A","2006",67.857994544217,
"MKD","ROADACCID","DEATH","1000000HAB","A","2007",83.760690381755,
"MKD","ROADACCID","DEATH","1000000HAB","A","2008",78.362741128685,
"MKD","ROADACCID","DEATH","1000000HAB","A","2009",77.330923186227,
"MKD","ROADACCID","DEATH","1000000HAB","A","2010",78.23301558817,
"MKD","ROADACCID","DEATH","1000000HAB","A","2011",82.992196803449,
"MKD","ROADACCID","DEATH","1000000HAB","A","2012",63.636692338287,
"MKD","ROADACCID","DEATH","1000000HAB","A","2013",95.372736402762,
"MKD","ROADACCID","DEATH","1000000HAB","A","2014",62.566778003446,
"MKD","ROADACCID","DEATH","1000000HAB","A","2015",71.176602134817,
"MKD","ROADACCID","DEATH","1000000HAB","A","2016",79.298482371226,
"MKD","ROADACCID","DEATH","1000000HAB","A","2017",74.447789525052,
"MKD","ROADACCID","DEATH","1000000HAB","A","2018",63.851534141127,
"MKD","ROADACCID","DEATH","1000000HAB","A","2019",63.356208764468,
"MKD","ROADACCID","DEATH","1000000HAB","A","2020",59.998656030105,
"AUS","ROADACCID","DEATH","1000000HAB","A","1994",95.323438812658,
"AUS","ROADACCID","DEATH","1000000HAB","A","1995",100.81894643648,
"AUS","ROADACCID","DEATH","1000000HAB","A","1996",96.553983944077,
"AUS","ROADACCID","DEATH","1000000HAB","A","1997",86.461089809364,
"AUS","ROADACCID","DEATH","1000000HAB","A","1998",84.068195179306,
"AUS","ROADACCID","DEATH","1000000HAB","A","1999",82.056430307513,
"AUS","ROADACCID","DEATH","1000000HAB","A","2000",84.999738944291,
"AUS","ROADACCID","DEATH","1000000HAB","A","2001",81.594807603153,
"AUS","ROADACCID","DEATH","1000000HAB","A","2002",77.602613554251,
"AUS","ROADACCID","DEATH","1000000HAB","A","2003",72.629854137137,
"AUS","ROADACCID","DEATH","1000000HAB","A","2004",71.742997108419,
"AUS","ROADACCID","DEATH","1000000HAB","A","2005",72.175260360484,
"AUS","ROADACCID","DEATH","1000000HAB","A","2006",70.152044410302,
"AUS","ROADACCID","DEATH","1000000HAB","A","2007",69.763198832319,
"AUS","ROADACCID","DEATH","1000000HAB","A","2008",61.884682717467,
"AUS","ROADACCID","DEATH","1000000HAB","A","2009",62.097484291227,
"AUS","ROADACCID","DEATH","1000000HAB","A","2010",55.964687326245,
"AUS","ROADACCID","DEATH","1000000HAB","A","2011",51.521878400847,
"AUS","ROADACCID","DEATH","1000000HAB","A","2012",56.128707172444,
"AUS","ROADACCID","DEATH","1000000HAB","A","2013",54.608827199122,
"AUS","ROADACCID","DEATH","1000000HAB","A","2014",49.199840209142,
"AUS","ROADACCID","DEATH","1000000HAB","A","2015",49.126647868376,
"AUS","ROADACCID","DEATH","1000000HAB","A","2016",52.044348729876,
"AUS","ROADACCID","DEATH","1000000HAB","A","2017",49.711688465831,
"AUS","ROADACCID","DEATH","1000000HAB","A","2018",48.553622412448,
"AUS","ROADACCID","DEATH","1000000HAB","A","2019",47.150201975144,
"AUS","ROADACCID","DEATH","1000000HAB","A","2020",42.472778394366,
"IND","ROADACCID","DEATH","1000000HAB","A","1994",68.171399516372,
"IND","ROADACCID","DEATH","1000000HAB","A","1995",73.430170667253,
"IND","ROADACCID","DEATH","1000000HAB","A","1996",76.005335237592,
"IND","ROADACCID","DEATH","1000000HAB","A","1997",76.907780843823,
"IND","ROADACCID","DEATH","1000000HAB","A","1998",78.391649554228,
"IND","ROADACCID","DEATH","1000000HAB","A","1999",78.960894131178,
"IND","ROADACCID","DEATH","1000000HAB","A","2000",74.685620114313,
"IND","ROADACCID","DEATH","1000000HAB","A","2001",75.244644583259,
"IND","ROADACCID","DEATH","1000000HAB","A","2002",77.446875441829,
"IND","ROADACCID","DEATH","1000000HAB","A","2003",77.369508956676,
"IND","ROADACCID","DEATH","1000000HAB","A","2004",81.990152283186,
"IND","ROADACCID","DEATH","1000000HAB","A","2005",82.752857058772,
"IND","ROADACCID","DEATH","1000000HAB","A","2006",90.733799973972,
"IND","ROADACCID","DEATH","1000000HAB","A","2007",96.72336370269,
"IND","ROADACCID","DEATH","1000000HAB","A","2008",99.827616046851,
"IND","ROADACCID","DEATH","1000000HAB","A","2009",103.19232537309,
"IND","ROADACCID","DEATH","1000000HAB","A","2010",108.98084166905,
"IND","ROADACCID","DEATH","1000000HAB","A","2011",113.96174877442,
"IND","ROADACCID","DEATH","1000000HAB","A","2012",109.22749092079,
"IND","ROADACCID","DEATH","1000000HAB","A","2013",107.40746104399,
"IND","ROADACCID","DEATH","1000000HAB","A","2014",107.80404230202,
"IND","ROADACCID","DEATH","1000000HAB","A","2015",111.5389330984,
"IND","ROADACCID","DEATH","1000000HAB","A","2016",113.84147696076,
"IND","ROADACCID","DEATH","1000000HAB","A","2017",110.49194422457,
"SVK","ROADACCID","DEATH","1000000HAB","A","1994",127.19002994764,
"SVK","ROADACCID","DEATH","1000000HAB","A","1995",130.17533199838,
